Proteome Id	Organism	Organism Id	Protein count
UP000008030	Spodoptera frugiperda ascovirus 1a (SfAV-1a)	113370	123
UP000008033	Southern cowpea mosaic virus (SCPMV) (Southern bean mosaic virus (strain cowpea))	196398	4
UP000008037	Nitrososphaera gargensis (strain Ga9.2)	1237085	3523
UP000008038	Providencia phage Redjac	1235559	41
UP000008040	Streptomyces phage SV1	1204525	55
UP000008041	Streptomyces phage R4	10732	86
UP000008042	Streptomyces phage phiHau3	1204524	72
UP000008045	Escherichia phage HX01	1237364	62
UP000008060	Acinetobacter phage phiAC-1	1229760	82
UP000008061	Lactobacillus phage ATCC 8014-B2	1225795	127
UP000008063	Serpula lacrymans var. lacrymans (strain S7.3) (Dry rot fungus)	936435	14339
UP000008068	Caenorhabditis brenneri (Nematode worm)	135651	29982
UP000008085	Liberibacter phage SC1	941969	40
UP000008089	Ovine adenovirus D serotype 7 (isolate OAV287) (OAdV-7) (Ovine adenovirus 7)	114430	30
UP000008110	Hepatitis delta virus genotype III (isolate Peru-1) (HDV)	261996	2
UP000008120	Caldiarchaeum subterraneum	311458	2154
UP000008122	Salmonella phage ST160	714583	63
UP000008125	Pseudomonas phage PB1 (isolate Pseudomonas aeruginosa/Scotland/Bradley/1968) (PB1) (Bacteriophage PB1)	1283339	93
UP000008151	Listeria phage A500 (Bacteriophage A500)	40522	63
UP000008153	Leishmania infantum	5671	8045
UP000008169	Macaca mulata papillomavirus 1 (Rhpv 1) (Rhesus papillomavirus type 1)	2779844	8
UP000008222	Human papillomavirus 11	10580	10
UP000008232	Human papillomavirus 15	10606	6
UP000008237	Harpegnathos saltator (Jerdon's jumping ant)	610380	15029
UP000008240	Sulfolobus turreted icosahedral virus 2	754004	34
UP000008246	Tomato leaf curl virus (strain Australia) (ToLCV)	223353	6
UP000008269	Vaccinia virus (strain Copenhagen) (VACV)	10249	257
UP000008292	Autographa californica nuclear polyhedrosis virus (AcMNPV)	46015	155
UP000008294	Junonia coenia densovirus (isolate pBRJ/1990) (JcDNV)	648250	4
UP000008331	Listeria phage P40	560178	62
UP000008338	Bacillus phage phi105 (Bacteriophage phi-105)	10717	51
UP000008388	Pseudomonas phage PhiPA3 (Pseudomonas aeruginosa phage PhiPA3)	998086	375
UP000008391	Mycobacterium phage Thibault	1052673	216
UP000008401	Mycobacterium phage Mutaforma13	2922219	106
UP000008402	Mycobacterium phage ShiLan	1036616	107
UP000008409	Mycobacterium phage DLane	2922203	105
UP000008418	Mycobacterium phage Rey	1034115	153
UP000008421	Mycobacterium phage KSSJEB	2922216	92
UP000008426	Mycobacterium phage Doom	2922222	85
UP000008428	Mycobacterium phage Optimus	2922218	230
UP000008440	Cauliflower mosaic virus (strain BBC) (CaMV)	31556	6
UP000008446	Carnation etched ring virus (CERV)	10640	6
UP000008456	Melissococcus plutonius (strain ATCC 35311 / CIP 104052 / LMG 20360 / NCIMB 702443)	940190	1876
UP000008465	Pantoea phage LIMEzero	943335	57
UP000008470	Aleutian mink disease parvovirus (strain G) (ADV)	10783	4
UP000008472	Aedes albopictus densovirus (isolate Boublik/1994) (AalDNV)	648330	3
UP000008477	Hamster polyomavirus (HaPyV) (Mesocricetus auratus polyomavirus 1)	1891729	4
UP000008488	Salmonella phage SPN1S	1125653	52
UP000008513	Neurospora tetrasperma (strain FGSC 2509 / P0656)	510952	11177
UP000008516	Liberibacter phage FP2	1072683	45
UP000008519	Mycobacterium phage Charlie	1056830	68
UP000008526	Mycobacterium phage Perseus	2922996	92
UP000008530	Salmonella phage PVPSE1	889338	244
UP000008535	Escherichia phage Cba120	2886902	204
UP000008549	Caenorhabditis briggsae	6238	21751
UP000008551	Mycobacterium phage Giles	480808	78
UP000008553	Plasmodium yoelii yoelii	73239	7741
UP000008589	Cowpea mosaic virus (strain SB) (CPMV)	928299	3
UP000008591	Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-) (HBV-C)	928302	5
UP000008609	Youcai mosaic virus (YoMV)	228578	3
UP000008615	Potato virus X (strain CP) (PVX)	12184	5
UP000008622	Figwort mosaic virus (strain DxS) (FMV)	10650	7
UP000008623	Foxtail mosaic virus	12179	5
UP000008627	Hantaan virus (strain 76-118) (Korean hemorrhagic fever virus)	11602	3
UP000008644	Enterococcus phage EF62phi	977801	48
UP000008647	Cronobacter phage ESSI-2	947842	43
UP000008648	Erwinia phage ENT90	947843	59
UP000008649	Rabies virus (strain Pasteur vaccins / PV) (RABV)	103929	5
UP000008654	Rinderpest virus (strain RBOK) (RDV)	36409	7
UP000008669	Streptomyces phage TG1	2927987	54
UP000008691	Acidianus filamentous virus 9	512792	73
UP000008725	Enterobacter phage CC31	709484	279
UP000008726	Aeromonas phage PX29	926067	330
UP000008727	Aeromonas phage 65	2919549	437
UP000008728	Deep-sea thermophilic phage D6E	749413	49
UP000008729	Burkholderia phage KL3	910474	52
UP000008730	Acinetobacter phage Acj61	760732	241
UP000008731	Acinetobacter phage Acj9	760939	253
UP000008732	Acinetobacter phage Ac42 (Acinetobacter phage 42)	762660	255
UP000008733	Ralstonia phage PE226	926543	9
UP000008734	Salmonella phage RE2010	929814	47
UP000008740	Propionibacterium phage PAS50	504553	46
UP000008741	Pseudomonas phage JG004	757342	161
UP000008742	Roseobacter phage RDJL Phi 1	562742	87
UP000008773	Infectious spleen and kidney necrosis virus (isolate Mandarin fish/China/Nanhai/1998) (ISKNV)	654923	125
UP000008774	Murid herpesvirus 1 (strain Smith) (MuHV-1) (Mouse cytomegalovirus)	10367	15
UP000008776	Neodiprion lecontei nucleopolyhedrovirus (strain Canada) (NeleNPV)	654906	89
UP000008777	Pyrobaculum spherical virus (isolate United States/Yellowstone) (PSV)	654907	48
UP000008787	Cottontail rabbit papillomavirus (strain Kansas) (CRPV) (Papillomavirus sylvilagi)	31553	8
UP000008847	Escherichia phage HK639	906669	76
UP000008848	Escherichia phage HK75	906668	58
UP000008864	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus)	559305	10006
UP000008869	Maize streak virus genotype A (isolate Kenya) (MSV)	10822	4
UP000008892	Erwinia phage vB_EamM-Y2	1051676	90
UP000008893	Erwinia phage vB_EamP-S6	1051675	115
UP000008899	Escherichia phage vB_EcoP_G7C	1054461	79
UP000008900	Mycobacterium phage Lilac	1070990	140
UP000008902	Mycobacterium phage Trixie	1071503	92
UP000008905	Mycobacterium phage RidgeCB	1071506	94
UP000008906	Vibrio phage phiVC8	1076759	48
UP000008910	Aeropyrum pernix spindle-shaped virus 1	1032473	53
UP000008911	Aeropyrum pernix ovoid virus 1 (APOV1)	1032474	21
UP000008913	Ralstonia phage RSB2	913183	52
UP000008920	Pneumococcus phage Dp-1 (Bacteriophage Dp-1)	59241	72
UP000008921	Mycobacterium phage Wee	938131	109
UP000008922	Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1)	926569	3110
UP000008925	Phietavirus ETA	106284	66
UP000008927	Groundnut rosette virus (strain MC1) (GRV)	1005060	3
UP000008929	Eggerthella sp. (strain YY7918)	502558	2674
UP000008937	Clostridium sp. (strain SY8519)	1042156	2601
UP000008972	Bombyx mori densovirus 3 (isolate Silkworm/China/Zhenjiang/-) (BmDNV-3)	648412	7
UP000008983	Ichthyophthirius multifiliis (White spot disease agent) (Ich)	5932	8049
UP000008984	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	431241	9115
UP000008986	Delftia phage PhiW-14 (Deftia acidovorans bacteriophage phiW-14)	665032	236
UP000009001	Burkholderia phage vB_BceS_KL1	1132026	55
UP000009002	Mycobacterium phage MacnCheese	2927982	99
UP000009003	Mycobacterium phage ElTiger69	1195069	92
UP000009012	Burkholderia phage vB_BceS_AH2	1133022	78
UP000009013	Escherichia phage phi92	948870	250
UP000009016	Aeromonas phage CC2	1204516	427
UP000009027	Trypanosoma vivax (strain Y486)	1055687	3778
UP000009054	Escherichia phage phiKT	1141519	31
UP000009060	European elk papillomavirus (EEPV)	2885846	15
UP000009067	Mycobacterium phage Euphoria	2922223	94
UP000009070	Salmonella phage Felix O1 (isolate Felix O1-VT1) (Bacteriophage Felix O1)	1283336	247
UP000009085	Pseudomonas phage D3 (Bacteriophage D3)	2932880	98
UP000009098	Duck hepatitis B virus (isolate Shanghai/DHBVQCA34) (DHBV)	644639	4
UP000009104	Human papillomavirus 9	10621	6
UP000009105	Human papillomavirus type 10	333759	7
UP000009109	Human papillomavirus type 18	333761	9
UP000009111	Human papillomavirus 22	37954	7
UP000009112	Human papillomavirus 23	37955	7
UP000009114	Human papillomavirus 27	333752	6
UP000009115	Human papillomavirus 29	37112	8
UP000009117	Human papillomavirus type 32	333763	6
UP000009122	Human papillomavirus 42	10590	9
UP000009123	Human papillomavirus 44	10592	7
UP000009140	Salmonella phage SPN9CC	1127357	62
UP000009143	Halocynthia phage JM-2012	1173297	173
UP000009147	Staphylococcus phage SMSAP5	1168612	42
UP000009148	Staphylococcus phage TEM123	1168613	43
UP000009158	Human papillomavirus 28	37111	8
UP000009161	Acidianus spindle-shaped virus 1	693629	38
UP000009164	Sulfolobus spindle-shaped virus 6	693627	33
UP000009165	Human papillomavirus 21	31548	7
UP000009168	Tetrahymena thermophila (strain SB210)	312017	26975
UP000009178	Burkholderia phage KS5	910473	46
UP000009190	Plantago asiatica mosaic potexvirus (P1AMV)	28354	5
UP000009199	Sulfolobales Mexican rudivirus 1	1245909	37
UP000009202	Burkholderia phage phiX216	1235712	47
UP000009206	Streptomyces phage phiCAM	1239386	72
UP000009210	Escherichia phage ADB-2	1216926	78
UP000009212	Escherichia phage vB_EcoS_ACG-M12	1141140	78
UP000009213	Escherichia phage vB_EcoP_ACG-C91	1141139	56
UP000009246	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	57278	97
UP000009249	Cydia pomonella granulosis virus (isolate Mexico/1963) (CpGV) (Cydia pomonella granulovirus)	654905	143
UP000009250	Thermoproteus tenax virus 1 (strain KRA1) (TTV1)	10480	37
UP000009252	Human papillomavirus 5	333923	8
UP000009253	Human papillomavirus 4	10617	8
UP000009254	Human T-cell leukemia virus 2 (HTLV-2)	11909	6
UP000009270	Soil-borne wheat mosaic virus (strain United States/Nebraska/1981) (SBWMV)	652673	5
UP000009272	Escherichia phage vB_EcoP_24B	866553	88
UP000009281	Mycobacterium phage Violet	1086800	90
UP000009289	Mycobacterium phage Rumpelstiltskin	2922997	110
UP000009294	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	10299	73
UP000009295	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	10370	101
UP000009366	Xanthomonas citri phage CP2	1188795	40
UP000009370	Vibrio phage vB_VpaM_MAR	1229754	62
UP000009376	Candidatus Parvarchaeum acidophilus ARMAN-5	662762	1002
UP000009379	Nanosalina sp. (strain J07AB43)	889948	1673
UP000009382	Nanosalinarum sp. (strain J07AB56)	889962	1402
UP000009397	Pseudomonas phage vB_PaeP_p2-10_Or1	1234701	58
UP000009398	Vibrio phage vB_VpaS_MAR10	1229755	107
UP000010073	Klebsiella phage KP27	1129147	276
UP000010363	Serratia phage phiMAM1	1262513	198
UP000010364	Bacillus phage phiAGATE	1204533	204
UP000010365	Edwardsiella phage MSW-3	1264700	66
UP000010368	Lactobacillus phage phiAQ113	1206110	56
UP000010369	Escherichia phage HK106	432198	65
UP000010370	Escherichia phage HK633	1147147	67
UP000010371	Escherichia phage HK578	1147142	60
UP000010372	Escherichia phage HK630	1147146	69
UP000010373	Escherichia phage HK542	432200	57
UP000010374	Escherichia phage HK544	432201	63
UP000010375	Enterobacteria phage HK225	1147144	69
UP000010376	Escherichia phage HK446	1147145	60
UP000010377	Enterobacteria phage HK140	1147143	71
UP000010391	Klebsiella phage KP36 (Bacteriophage KP36)	1129191	79
UP000010392	Enterobacteria phage mEp043 c-1	1147149	69
UP000010394	Escherichia phage mEp234	1147157	61
UP000010395	Enterobacteria phage mEp235	1147150	61
UP000010396	Enterobacteria phage mEp237	1147151	63
UP000010398	Enterobacteria phage mEp390	1147158	59
UP000010399	Escherichia phage mEpX1	1147153	66
UP000010400	Enterobacteria phage mEp460	1147152	59
UP000010401	Escherichia phage mEpX2	1147154	67
UP000010485	Cronobacter phage vB_CskP_GAP227	1264737	49
UP000010803	Klebsiella phage JD001	1236000	68
UP000010997	Sulfolobus virus STSV2	1123964	75
UP000010999	Pectobacterium phage phiTE	1116482	242
UP000011064	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	658429	9122
UP000011081	Vavraia culicis (isolate floridensis) (Microsporidian parasite)	948595	2768
UP000011082	Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum)	993615	2236
UP000011109	Pseudomonas phage JBD24	1223259	58
UP000011110	Pseudomonas phage JBD88a	1223262	55
UP000011111	Streptococcus phage TP-J34	73422	60
UP000011137	Haloarcula vallismortis tailed virus 1	1262528	173
UP000011138	Halorubrum sodomense tailed virus 2	1262527	103
UP000011145	Rhizobium phage RHEph10	1220717	171
UP000011148	Rhizobium phage RHEph06	1220714	82
UP000011149	Rhizobium phage RHEph01	1220601	55
UP000011150	Rhizobium phage RHEph03	1220603	59
UP000011185	Trachipleistophora hominis (Microsporidian parasite)	72359	3212
UP000011235	Burkholderia phage Bcep781 (isolate -/United States/Beer/1978) (Bacteriophage Bcep781)	1283334	66
UP000011237	Burkholderia phage BcepMu (isolate -/United States/Summer/2002) (Bacteriophage BcepMu)	1283335	53
UP000011238	Ranid herpesvirus 1 (strain McKinnell) (RaHV-1)	1283342	132
UP000011239	Anguillid herpesvirus 1 (isolate Anguilla anguilla/Netherlands/500138/1998) (AngHV-1) (European eel herpesvirus)	1283343	129
UP000011264	Torque teno sus virus k2 (isolate Pig/New Zealand/38E05/2007) (TTSuVk2)	1239832	4
UP000011269	Euprosterna elaeasa virus (isolate Euprosterna elaeasa/-/Zeddam/-) (EvV)	1289470	2
UP000011271	Aeropyrum pernix bacilliform virus 1 (isolate -/Japan/Tanaka/2005) (APBV1)	1289471	14
UP000011272	Trichomonas vaginalis virus 1 (TVV1)	674953	2
UP000011274	Musca hytrovirus(isolate Musca domestica/United States/Boucias/-) (MHV)	523909	108
UP000011277	Torque teno zalophus virus 1 (ZcTTV)	1218490	3
UP000011284	Salmonella phage S16 (Salmonella phage vB_SenM-S16)	1087482	268
UP000011285	Streptococcus phage phiSS12	1277891	56
UP000011286	Streptococcus phage phiST1	1277892	56
UP000011287	Bacillus phage Eoghan	2880542	74
UP000011289	Bacillus phage Andromeda	2880537	78
UP000011291	Bacillus phage Finn	2884419	76
UP000011293	Escherichia phage UAB_Phi78	979726	61
UP000011294	Pelagibacter phage HTVC011P	1283078	45
UP000011295	Pelagibacter phage HTVC019P	1283079	59
UP000011297	Pelagibacter phage HTVC010P	1283077	64
UP000011298	Pelagibacter phage HTVC008M	1283076	198
UP000011300	Nile crocodilepox virus (isolate Crocodylus niloticus/Zimbabwe/Ume/2001) (CRV)	1289473	172
UP000011301	Glossina hytrovirus (isolate Glossina pallidipes/Ethiopia/Seibersdorf/-) (GHV)	379529	160
UP000011668	Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani)	983506	10482
UP000011770	Leptospira weilii serovar Topaz str. LT2116	1088540	4871
UP000011783	Leptospira borgpetersenii str. 200701203	1193007	4773
UP000011785	Oryctes rhinoceros nudivirus (isolate Oryctes rhinoceros/Malaysia/Ma07/2007) (OrNV)	1046081	138
UP000011826	Enterobacteria phage SfI	1225789	65
UP000011829	Cronobacter phage CR9	1162290	281
UP000011830	Listeria phage vB_LmoM_AG20	1168744	178
UP000011832	Sulfolobales Mexican fusellovirus 1	1298531	24
UP000011843	Cotton leaf curl Multan betasatellite	306025	1
UP000011848	Streptococcus phage phi5218	1289597	64
UP000011849	Streptococcus phage phi7917	1289598	62
UP000011851	Streptococcus phage phiD12	1289600	55
UP000011852	Streptococcus phage phiS10	1289601	54
UP000011853	Synechococcus phage S-RIM2 R1_1999	869662	210
UP000011855	Synechococcus phage S-RIM2 R21_2007	869661	208
UP000011856	Streptococcus phage phi30c	1289596	67
UP000011857	Streptococcus phage phi20c	1289595	54
UP000011861	Bacillus phage PM1	547228	86
UP000011862	Vibrio phage henriette 12B8	573174	154
UP000011863	Ilumatobacter coccineus (strain NBRC 103263 / KCTC 29153 / YM16-304)	1313172	4290
UP000011865	Bacillus phage vB_BceM_Bc431v3	1195072	238
UP000011885	Rhodopirellula sallentina SM41	1263870	6872
UP000011991	Rhodopirellula maiorica SM1	1265738	7824
UP000012036	Leuconostoc phage LN04	1262516	39
UP000012039	Prochlorococcus phage MED4-213	889956	215
UP000012041	Nitratiruptor phage NrS-1	1230469	51
UP000012167	Bacillus phage MG-B1	1309583	42
UP000012169	Pseudomonas phage Phi-S1	1204538	47
UP000012171	Mycobacterium phage Butters	1296646	66
UP000012173	Haloarcula hispanica virus PH1	1282967	49
UP000012179	Nitrosospira lacus	1288494	2855
UP000012445	Clostridium sp. MD294	97138	2788
UP000012678	Rhodococcus phage E3	1007869	220
UP000012980	Enterobacteria phage phi80 (Bacteriophage phi-80)	10713	63
UP000012985	Escherichia phage EC1-UPM	1258572	80
UP000012991	Clostridium phage vB_CpeS-CP51	1305708	50
UP000012997	Edwardsiella phage PEi21	1325372	71
UP000012999	Escherichia phage Lw1	1307804	273
UP000013498	Staphylococcus phage StauST398-1	1195068	69
UP000013499	Staphylococcus phage StauST398-2	1277672	62
UP000013500	Staphylococcus phage StauST398-3	1195071	69
UP000013521	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum)	1287680	10365
UP000013542	Mycobacterium phage CASbig	1327035	97
UP000013546	Mycobacterium phage Chy4	1327947	73
UP000013551	Mycobacterium phage HINdeR	1327770	84
UP000013553	Mycobacterium phage PattyP	1327773	92
UP000013555	Mycobacterium phage Severus	1327776	80
UP000013556	Mycobacterium phage SiSi	1327777	99
UP000013560	Staphylococcus phage phi7401PVL	1165702	44
UP000013562	Mycobacterium phage WIVsmall	1327036	83
UP000013564	Pseudoalteromonas phage RIO-1	1316739	56
UP000013566	Burkholderia phage ST79	1282994	49
UP000013568	Serratia symbiotica str. Tucson	914128	2157
UP000013922	Caulobacter phage phiCbK	2927985	318
UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033)	1299270	4836
UP000014065	Candidatus Nitrosarchaeum limnium BG20	859192	2621
UP000014074	Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)	1286976	8833
UP000014222	Mycobacterium phage Job42	1327771	106
UP000014224	Alteromonas phage vB_AmaP_AD45-P4	1300007	116
UP000014228	Mycobacterium phage BTCU-1	1262532	73
UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	12143
UP000014318	Synechococcus phage S-CAM8	754038	204
UP000014319	Haloarcula sinaiiensis tailed virus 1	1262530	53
UP000014320	Vibrio phage JA-1	1283071	79
UP000014420	Serratia phage Eta	1282995	69
UP000014422	Flavobacterium phage 6H	1325731	63
UP000014423	Stenotrophomonas phage SMA7	1343494	10
UP000014424	Paenibacillus phage phiIBB_P123	1337877	68
UP000014662	Lactococcus lactis phage p272	213777	61
UP000014665	Lactococcus phage 936	39838	49
UP000014668	Lactococcus lactis phage 645	270182	51
UP000014669	Lactococcus phage phi7	1262538	57
UP000014670	Lactococcus phage P680	1262537	49
UP000014671	Lactococcus lactis phage P475	213774	57
UP000014676	Stenotrophomonas phage SMA6	1346893	10
UP000014700	Lactococcus phage Q33	254253	50
UP000014701	Bacillus phage phiNIT1	207656	211
UP000014703	Streptococcus phage SP-QS1	1208587	104
UP000014708	Cellulophaga phage phi17:2	1327972	198
UP000014710	Cellulophaga phage phi17:1	1327980	65
